model,target,location,season,disease,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,wis_relative_skill,wis_scaled_relative_skill,pop,density,inpatient_beds,median_facilities,burden,wis_per100k,normalized_wis_dens,wis_hosp_capacity,wis_facilities,wis_burden,omega
CMU-TimeSeries,wk inc hosp,il,2023-2024,Influenza,0.28448426604353955,0.027639137513341138,0.12117746350862275,0.13566766502157568,-0.1980612244897959,0.5714285714285714,0.9081632653061225,0.43084458705482914,0.9972366076085558,0.809114075696581,12671469,228.2588546,28210.33823529412,176,6431,0.002245077236455691,0.0012463230245418901,1.008439755917636e-5,0.0016163878752473838,4.423639652364167e-5,16.082579913958618
CMU-TimeSeries,wk inc hosp,in,2022-2023,COVID-19,0.2374730513547713,0.11982112814382032,0.01406560404380174,0.10358631916714921,0.29010695187165775,0.5133689839572193,0.983957219251337,0.37614968351687467,0.9878051611329132,0.48647350000204714,6805985,189.97357795,14972.997252747253,122,18275,0.0034891797639103124,0.0012500319987512837,1.586008781983845e-5,0.0019465004209407483,1.2994421414761766e-5,15.51863526941839
CMU-TimeSeries,wk inc hosp,in,2022-2023,Influenza,0.2669326412997259,0.06996201593230914,0.07129929841536763,0.1256713269520491,-0.041428571428571426,0.49107142857142855,0.875,0.410915761398246,0.7314582076300232,0.5077242954236657,6805985,189.97357795,14972.997252747253,122,6080,0.003922028057654048,0.0014051040369939293,1.782760236937524e-5,0.0021879724696698844,4.390339495061281e-5,24.089933630574812
CMU-TimeSeries,wk inc hosp,in,2023-2024,COVID-19,0.2994807850110114,0.12043147274519667,0.03732868919378498,0.14172062307202976,0.21023622047244095,0.5433070866141733,0.984251968503937,0.4674064203539921,0.7175307772376763,0.4218197905945034,6805985,189.97357795,15040.372549019608,122,11399,0.004400256318681446,0.0015764338822414194,1.991179301143925e-5,0.0024547605328771424,2.6272548908764926e-5,15.975183987288787
CMU-TimeSeries,wk inc hosp,in,2023-2024,Influenza,0.3376970625986874,0.029375552393894038,0.1865809535950741,0.12174055660971929,-0.3849019607843137,0.29411764705882354,0.9019607843137255,0.5533813906183727,1.0936923521004054,0.9482431621645454,6805985,189.97357795,15040.372549019608,122,6081,0.0049617661895917705,0.0017776001602052651,2.24527059750724e-5,0.002768008709825307,5.5533146291512485e-5,17.564480487272462
CMU-TimeSeries,wk inc hosp,ks,2022-2023,COVID-19,0.2790992142670057,0.13078444016614602,0.02247959582235279,0.12583517827850685,0.24,0.494949494949495,0.9848484848484849,0.4339091080364603,0.947277215773561,0.5611327340007622,2934582,35.893253619,8056.854395604396,126,7932,0.009510697409955,0.007775812614526125,3.4641213625416235e-5,0.0022150731291032196,3.5186486922214536e-5,11.919333974601509
CMU-TimeSeries,wk inc hosp,ks,2022-2023,Influenza,0.3717628572359167,0.11197038699956129,0.126629520673299,0.1331629495630564,0.011666666666666662,0.35,0.8333333333333334,0.5771716302246067,0.8082284544017645,0.6044136170207899,2934582,35.893253619,8056.854395604396,126,1921,0.012668341086939015,0.010357457732366869,4.614243214308807e-5,0.00295049886695172,1.9352569351166926e-4,21.022224982858027
CMU-TimeSeries,wk inc hosp,ks,2023-2024,COVID-19,0.3328834235140434,0.10543365311231845,0.054037148632748264,0.17341262176897668,0.030624999999999996,0.54375,0.9875,0.5258519291943989,0.7489139953838009,0.49145816859048347,2934582,35.893253619,7919.235294117647,123,5067,0.011343469820030361,0.009274261593767371,4.203479391012752e-5,0.0027063692968621413,6.569635356503718e-5,14.83979156358476
CMU-TimeSeries,wk inc hosp,ks,2023-2024,Influenza,0.304357969829198,0.03351037489516518,0.14358934188948969,0.12725825304454316,-0.22362745098039213,0.4411764705882353,0.8823529411764706,0.48260705127165354,0.8922403234784854,0.8081619677958952,2934582,35.893253619,7919.235294117647,123,1860,0.010371424953509494,0.008479531364303149,3.843274742136693e-5,0.002474455039261772,1.6363331711247205e-4,15.529069078682111
CMU-TimeSeries,wk inc hosp,ky,2022-2023,COVID-19,0.21930393683137162,0.07860588197045747,0.02785061699790356,0.11284743786301057,0.10431472081218274,0.583756345177665,0.9847715736040609,0.3320611636039594,0.9577139945500105,0.3881298527383296,4509394,114.18646796,11989.818681318682,98,13502,0.004863268475351047,0.0019205772868655041,1.8290846814311607e-5,0.002237795273789506,1.6242329790503006e-5,12.698938263742187
CMU-TimeSeries,wk inc hosp,ky,2022-2023,Influenza,0.44663657751498337,0.11380200340707382,0.1757192940676705,0.157115280040239,-0.08060344827586206,0.3879310344827586,0.8103448275862069,0.6421673003422846,0.8980421681343849,0.637392955729182,4509394,114.18646796,11989.818681318682,98,4477,0.009904580915195775,0.0039114667919445765,3.725132042329273e-5,0.004557516097091667,9.976246984922569e-5,24.304659903793567
CMU-TimeSeries,wk inc hosp,ky,2023-2024,COVID-19,0.2479189565536403,0.05998292683060333,0.03780956622248006,0.15012646350055692,-0.05212765957446809,0.6099290780141844,0.9929078014184397,0.3565517178151699,0.6377991633946077,0.3306531704061455,4509394,114.18646796,12114.617647058823,97,8965,0.005497833113576687,0.0021711763309859742,2.04644474779466e-5,0.0025558655314808277,2.765409442873846e-5,12.786688773751964
CMU-TimeSeries,wk inc hosp,ky,2023-2024,Influenza,0.30023617851312345,0.05212798620383524,0.1255020284963447,0.12260616381294347,-0.14941176470588236,0.37254901960784315,0.9117647058823529,0.4811416805970057,0.9605010577034631,0.8062434738614395,4509394,114.18646796,12114.617647058823,97,3950,0.006658016099571771,0.002629349903513063,2.4782967755157716e-5,0.00309521833518684,7.600915911724645e-5,15.4272317945078
CMU-TimeSeries,wk inc hosp,la,2022-2023,COVID-19,0.2047331200127804,0.0748923799889968,0.01850416268312189,0.11133657734066173,0.17120418848167537,0.6073298429319371,0.9895287958115183,0.31104408955866036,0.8448170300754183,0.38952166217465944,4624047,107.01035949,12444.642857142857,134,14755,0.004427574373979772,0.0019132084126108602,1.6451506271654044e-5,0.0015278591045729882,1.3875507964268411e-5,13.116454987304715
CMU-TimeSeries,wk inc hosp,la,2022-2023,Influenza,0.2739244654012361,0.06133067316290212,0.08663922206414354,0.12595457017419048,-0.023534482758620686,0.5431034482758621,0.8793103448275862,0.4172131326603823,0.8076541857373097,0.6667138271671715,4624047,107.01035949,12444.642857142857,134,3118,0.005923911789850668,0.002559793899457314,2.2011436450666125e-5,0.0020442124283674337,8.785261879449523e-5,16.41933525884194
CMU-TimeSeries,wk inc hosp,la,2023-2024,COVID-19,0.23624491564062783,0.07224748640297647,0.01757372069091945,0.1464237085467319,0.1422085889570552,0.6748466257668712,0.9754601226993865,0.3243695398918066,0.6673107054138491,0.32911160797495265,4624047,107.01035949,12244.53431372549,132,6538,0.005109050916667322,0.0022076826651788294,1.9293907762242087e-5,0.0017897342093986957,3.613412597745913e-5,15.624759729871085
CMU-TimeSeries,wk inc hosp,la,2023-2024,Influenza,0.30822649090056575,0.06620407154396814,0.11687838170992873,0.1251440376466689,-0.09877551020408162,0.35714285714285715,0.9285714285714286,0.5014539603002417,1.084272077850109,0.8649225095056374,4624047,107.01035949,12244.53431372549,132,3162,0.006665730060714472,0.002880342542250493,2.517257765818499e-5,0.0023350491734891346,9.747833361814223e-5,16.137601186488748
CMU-TimeSeries,wk inc hosp,ma,2022-2023,COVID-19,0.18963889059263817,0.06500918531830639,0.025326418323147727,0.09930328695118405,0.12036082474226804,0.5515463917525774,0.9948453608247423,0.291115278150097,0.9221811427036499,0.5053262564571878,6984723,895.36953013,16201.337912087913,71,27839,0.0027150524164328087,2.1179958018574099e-4,1.1705137663423925e-5,0.0026709702900371574,6.81198644321413e-6,15.348126994799415
CMU-TimeSeries,wk inc hosp,ma,2022-2023,Influenza,0.35832160178883077,0.08625008764774826,0.12774105612013872,0.14433045802094377,-0.09441666666666668,0.49166666666666664,0.7916666666666666,0.533653451837358,0.8097061363985641,0.5272963161791465,6984723,895.36953013,16201.337912087913,71,5021,0.0051300760501000655,4.001940983370358e-4,2.2116790831298254e-5,0.005046783123786349,7.136458908361497e-5,29.57882392898267
CMU-TimeSeries,wk inc hosp,ma,2023-2024,COVID-19,0.23150307601471065,0.05941264179533647,0.03763305355803869,0.1344573806613355,0.0835625,0.59375,0.9875,0.3376146460033826,0.7598432964945357,0.4214675911855493,6984723,895.36953013,16294.848039215687,71,13583,0.0033144202857394722,2.5855590147354956e-4,1.4207133166112882e-5,0.0032606067044325445,1.7043589487941593e-5,14.794184226405926
CMU-TimeSeries,wk inc hosp,ma,2023-2024,Influenza,0.3432777388179035,0.023257659906275294,0.1975722245690726,0.12244785434255562,-0.4057471264367816,0.28735632183908044,0.8505747126436781,0.5472083170582572,0.996155649695303,0.8694788887808153,6984723,895.36953013,16294.848039215687,71,7142,0.004914693665273534,3.8339225008925923e-4,2.106664253583468e-5,0.004834897729829627,4.8064651192649614e-5,20.784168420622905
CMU-TimeSeries,wk inc hosp,md,2022-2023,COVID-19,0.21027424699500097,0.07646721862503608,0.02659604929716133,0.10721097907280355,0.09626436781609195,0.5862068965517241,0.9827586206896551,0.3140541482349583,0.8800760888504003,0.4170274568541403,6165129,634.8490376,10198.217032967032,48,16002,0.003410703117404372,3.312192892186263e-4,2.0618726422007177e-5,0.00438071347906252,1.3140497874953192e-5,11.267797872574636
CMU-TimeSeries,wk inc hosp,md,2022-2023,Influenza,0.31480012036082605,0.058855876113904075,0.10748633618563971,0.14845790806128223,-0.03853448275862069,0.5948275862068966,0.9137931034482759,0.45792235323767555,0.8101930353493332,0.6292133265665778,6165129,634.8490376,10198.217032967032,48,3305,0.005106140039581103,4.958661062965531e-4,3.086815267249115e-5,0.006558335840850543,9.524965820297309e-5,20.242976554131364
CMU-TimeSeries,wk inc hosp,md,2023-2024,COVID-19,0.22637801220843654,0.07475340164555412,0.01154212089903735,0.14008248966384507,0.18055555555555555,0.6944444444444444,1,0.32272270433273753,0.7364329429438077,0.37770302091506397,6165129,634.8490376,9948.401960784313,47,8621,0.0036719103883866263,3.565855798793394e-4,2.2755213661530554e-5,0.00481655345124333,2.6258904095631197e-5,12.717024196864191
CMU-TimeSeries,wk inc hosp,md,2023-2024,Influenza,0.36269270194279335,0.0615673857029519,0.161535106666509,0.13959020957333246,-0.17715686274509804,0.29411764705882354,0.8627450980392157,0.5949042426061942,0.9343137880256501,0.7964194836155473,6165129,634.8490376,9948.401960784313,47,3111,0.005882970201317658,5.713054292622485e-4,3.645738314278963e-5,0.0077168659987828375,1.1658396076592521e-4,20.476987357330735
CMU-TimeSeries,wk inc hosp,me,2022-2023,COVID-19,0.27711446137513807,0.12076648552209428,0.012124170505991764,0.14422380534705204,0.2734848484848485,0.6111111111111112,0.9949494949494949,0.4295971730287749,1.0062360454528516,0.6063142411606752,1372247,44.488287401,2839.0686813186812,33,3687,0.020194211492183117,0.006228930749285465,9.760752291713664e-5,0.00839740792045873,7.515987561028968e-5,10.42110323523463
CMU-TimeSeries,wk inc hosp,me,2022-2023,Influenza,0.5360907171653553,0.11304610688800176,0.30029258132516706,0.12275202895218648,-0.25981481481481483,0.3425925925925926,0.6296296296296297,0.8262925881469072,0.8781689031475799,0.758082546495527,1372247,44.488287401,2839.0686813186812,33,1171,0.039066634298734505,0.012050154062646725,1.888262586575939e-4,0.016245173247435008,4.5780590705837344e-4,19.53185141089119
CMU-TimeSeries,wk inc hosp,me,2023-2024,COVID-19,0.35857386277474806,0.1267257851003545,0.02771488778021435,0.20413318989417917,0.1769230769230769,0.5961538461538461,1,0.5634576342431399,0.9259311042963657,0.6359720658508203,1372247,44.488287401,2883.75,33,1815,0.026130416956622826,0.00805996103070239,1.24342908634503e-4,0.01086587462953782,1.9756135690068765e-4,19.30359287531409
CMU-TimeSeries,wk inc hosp,me,2023-2024,Influenza,0.3490596786121853,0.05168080607605599,0.17576856067240174,0.12161031186372759,-0.14627659574468085,0.3617021276595745,0.8404255319148937,0.5657453221936046,0.9000452892382649,0.8580810959986577,1372247,44.488287401,2883.75,33,878,0.025437088119863647,0.007846102850979586,1.2104366835273005e-4,0.010577566018551069,3.9756227632367343e-4,11.166130594061086
CMU-TimeSeries,wk inc hosp,mi,2022-2023,COVID-19,0.16990944561049748,0.06997217838822024,0.006843301515694271,0.09309396570658297,0.1930851063829787,0.6968085106382979,0.9893617021276596,0.2431560823144116,0.8905233325463737,0.42755067681142117,10050811,177.55193594,21036.129120879123,140,29671,0.0016905048320030838,9.569563109011374e-4,8.07702998180669e-6,0.001213638897217839,5.726448236004768e-6,13.356180075804025
CMU-TimeSeries,wk inc hosp,mi,2022-2023,Influenza,0.3379152957816151,0.08056616955874783,0.1134992632932997,0.1438498629295676,-0.16625,0.49107142857142855,0.8839285714285714,0.5187753599800856,0.738763604482301,0.5259474698101781,10050811,177.55193594,21036.129120879123,140,6946,0.0033620699442225618,0.001903191277485178,1.6063568246794127e-5,0.002413680684154394,4.8648905237779314e-5,27.26270526473752
CMU-TimeSeries,wk inc hosp,mi,2023-2024,COVID-19,0.2162959984527283,0.06072956144862137,0.0318053982126528,0.12376103879145413,0.0782608695652174,0.644927536231884,1,0.3275236964389145,0.6819653460216827,0.3524853329116529,10050811,177.55193594,21480.151960784315,140,18269,0.002152025328629981,0.001218212560215739,1.006957487300898e-5,0.0015449714175194878,1.1839509467005763e-5,18.17433552406239
CMU-TimeSeries,wk inc hosp,mi,2023-2024,Influenza,0.36627197707074965,0.0431267849371402,0.1937193240358155,0.12942586809779394,-0.3219767441860465,0.32558139534883723,0.8255813953488372,0.5877822127851222,0.9723645564235981,0.809196650886295,10050811,177.55193594,21480.151960784315,140,9724,0.003644203209778292,0.00206290049799583,1.7051647387757856e-5,0.002616228407648212,3.766680142644484e-5,17.980320706420592
CMU-TimeSeries,wk inc hosp,mn,2022-2023,COVID-19,0.21800352438779788,0.09380498551577174,0.01452543190284838,0.10967310696917777,0.12475409836065574,0.6666666666666666,0.9781420765027322,0.3137033576879056,0.9532067808605204,0.5836323032763298,5707390,71.677007309,9284.412087912087,125,14336,0.0038196710648439637,0.003041470794783373,2.3480595467281043e-5,0.0017440281951023831,1.520671905606849e-5,11.795037109557782
CMU-TimeSeries,wk inc hosp,mn,2022-2023,Influenza,0.4859004018890692,0.1685431628821333,0.16286414892566983,0.15449309008126605,0.065,0.45689655172413796,0.75,0.717279074692335,0.941854038288509,0.7191483081050546,5707390,71.677007309,9284.412087912087,125,2671,0.00851353073627471,0.006779027475217397,5.2335074885537556e-5,0.0038872032151125533,1.8191703552567173e-4,25.068942024329587
CMU-TimeSeries,wk inc hosp,mn,2023-2024,COVID-19,0.28506335515688314,0.11435204689738132,0.019864303504145135,0.1508470047553567,0.20763358778625954,0.6106870229007634,1,0.44604144812462504,0.831442558619983,0.4708063194437473,5707390,71.677007309,9393.073529411764,125,8186,0.004994635992229077,0.003977054370140948,3.034825121556725e-5,0.002280506841255065,3.4823278176995255e-5,13.378673318862722
CMU-TimeSeries,wk inc hosp,mn,2023-2024,Influenza,0.27363495187960335,0.028477067260806444,0.10438503205352302,0.1407728525652739,-0.1934313725490196,0.5784313725490197,0.9607843137254902,0.42845036334243736,0.9307369506768239,0.7649289670443238,5707390,71.677007309,9393.073529411764,125,2841,0.004794397296831009,0.0038176112836290927,2.9131567108762917e-5,0.0021890796150368266,9.631642093615043e-5,12.2945929403659
CMU-TimeSeries,wk inc hosp,mo,2022-2023,COVID-19,0.18957589482363904,0.06843539935616964,0.019513693614844656,0.10162680185262474,0.12754010695187165,0.6417112299465241,0.9946524064171123,0.2756768935174927,0.9533790047580263,0.4227767766488104,6168187,89.723503599,14641.417582417582,111,20652,0.003073445970811829,0.0021128900145374165,1.2947919404422613e-5,0.0017078909443571085,9.179541682337741e-6,12.71690741302095
CMU-TimeSeries,wk inc hosp,mo,2022-2023,Influenza,0.36776250525039567,0.09797296801359495,0.14780909077749343,0.12198044645930729,-0.10153225806451614,0.4274193548387097,0.7580645161290323,0.5367404310858068,0.8401193154985406,0.598664348692606,6168187,89.723503599,14641.417582417582,111,6084,0.005962246365915879,0.004098842449287664,2.5117957546134747e-5,0.0033131757229765374,6.0447486070084755e-5,27.181556576085875
CMU-TimeSeries,wk inc hosp,mo,2023-2024,COVID-19,0.23941436489835163,0.056852387388022736,0.042995425171034676,0.13956655233929421,-0.03057553956834533,0.5899280575539568,0.9928057553956835,0.3501107763129683,0.6673745716766333,0.35387786358661427,6168187,89.723503599,14495.421568627453,110,12357,0.003881438174594117,0.002668357289839716,1.6516550675319294e-5,0.0021764942263486514,1.9374796868038492e-5,13.688562600891919
CMU-TimeSeries,wk inc hosp,mo,2023-2024,Influenza,0.29241771767562447,0.037138561743078766,0.13157267451234478,0.12370648142020095,-0.220531914893617,0.39361702127659576,0.9148936170212766,0.4811960895048172,0.9508903111249843,0.817939761092338,6168187,89.723503599,14495.421568627453,110,5759,0.004740740150641095,0.0032590982958325266,2.017310888760257e-5,0.0026583428879602224,5.077578011384346e-5,14.860345016917421
CMU-TimeSeries,wk inc hosp,ms,2022-2023,COVID-19,0.3302077683269487,0.16276056464232866,0.030603650077781253,0.13684355360683878,0.2787912087912088,0.43956043956043955,0.989010989010989,0.5311770309213889,0.9218493260185788,0.6099768119784369,2949965,62.866946395,7953.178571428572,100,6530,0.011193616477719184,0.005252486199221713,4.151896821645687e-5,0.003302077683269487,5.0567805256806845e-5,13.483404058912463
CMU-TimeSeries,wk inc hosp,ms,2022-2023,Influenza,0.27740667752844556,0.07069355328195044,0.09232891539175894,0.11438420885473619,-0.06973214285714285,0.44642857142857145,0.8839285714285714,0.44424066451317656,0.9288679892649534,0.7874807543921062,2949965,62.866946395,7953.178571428572,100,3164,0.009403727757056288,0.004412599838800323,3.487997597904017e-5,0.0027740667752844555,8.767594106461617e-5,14.022410025386344
CMU-TimeSeries,wk inc hosp,ms,2023-2024,COVID-19,0.3069230850382409,0.11714004772391147,0.020045614032737438,0.16973742328159197,0.18157894736842106,0.6447368421052632,1,0.4413558179128199,0.7411751307395663,0.4643945799473648,2949965,62.866946395,7701.671568627451,97,3315,0.010404295814975463,0.004882105822506617,3.985148968030313e-5,0.0031641555158581536,9.258614933280269e-5,13.733574477121646
CMU-TimeSeries,wk inc hosp,ms,2023-2024,Influenza,0.28880094770438597,0.04320326376640258,0.12429436895577495,0.12130331498220844,-0.1281372549019608,0.43137254901960786,0.8725490196078431,0.44470254535754955,0.9933277529701157,0.8198503127157692,2949965,62.866946395,7701.671568627451,97,2603,0.009789978786337668,0.004593844051050572,3.7498476159488384e-5,0.002977329357777175,1.1094926919108182e-4,13.77273019235573
CMU-TimeSeries,wk inc hosp,mt,2022-2023,COVID-19,0.266706953039426,0.08424068806097473,0.03875245449866212,0.1437138104797891,0.06868421052631579,0.6105263157894737,0.9842105263157894,0.4002653286946253,0.8753507325318072,0.5372403355821693,1104271,7.5868654853,2608.3241758241757,59,3667,0.024152309807957104,0.03515377378921328,1.0225222597384858e-4,0.004520456831176712,7.273164795184784e-5,9.758961452896953
CMU-TimeSeries,wk inc hosp,mt,2022-2023,Influenza,0.45053276650027657,0.16418276040588392,0.17247365141187365,0.11387635468251898,0.021999999999999995,0.2916666666666667,0.6416666666666667,0.6784952817252238,0.8929869194812224,0.7739011063644883,1104271,7.5868654853,2608.3241758241757,59,679,0.04079911240087592,0.05938325483339733,1.7272882361638107e-4,0.00763614858475045,6.635239565541629e-4,14.718857880274694
CMU-TimeSeries,wk inc hosp,mt,2023-2024,COVID-19,0.30807522612405014,0.07787973395392037,0.04051396849414275,0.189681523675987,0.052439024390243894,0.6890243902439024,0.9878048780487805,0.44280714342531113,0.7841267585010074,0.490860490195003,1104271,7.5868654853,2619.299019607843,59,1865,0.02789851640802395,0.04060639096883477,1.1761743268631262e-4,0.005221614002102545,1.651877888064612e-4,12.626490674590862
CMU-TimeSeries,wk inc hosp,mt,2023-2024,Influenza,0.5015239626013963,0.11257345209445481,0.2611920901635939,0.12775842034334753,-0.1445054945054945,0.34065934065934067,0.6923076923076923,0.7568661550069338,1.0394735686005119,0.9520710216847691,1104271,7.5868654853,2619.299019607843,59,1096,0.04541674666829033,0.06610423811693099,1.914725882180812e-4,0.008500406145786378,4.5759485638813534e-4,10.499964505609594
CMU-TimeSeries,wk inc hosp,nc,2022-2023,COVID-19,0.2370181205923261,0.11531827519906006,0.027627198793214222,0.09407264660005184,0.3010625,0.50625,0.94375,0.3766307227787153,0.9057266949716775,0.47770842992049867,10551162,216.99971703,20677.42032967033,107,26549,0.002246369836728183,0.0010922508279564188,1.1462654277633723e-5,0.002215122622358188,8.927572435584244e-6,18.02365532287017
CMU-TimeSeries,wk inc hosp,nc,2022-2023,Influenza,0.3875313676723315,0.16337318591549674,0.07868443879211043,0.14547374296472432,0.2793103448275862,0.46551724137931033,0.8448275862068966,0.5769777820562237,0.9466408746589712,0.7174598349625686,10551162,216.99971703,20677.42032967033,107,4785,0.0036728785670462785,0.0017858611659791043,1.8741765727722673e-5,0.003621788482918986,8.09887915720651e-5,20.546373411185826
CMU-TimeSeries,wk inc hosp,nc,2023-2024,COVID-19,0.19477038450336767,0.057024926941043164,0.01469959608647503,0.12304586147584948,0.1408450704225352,0.6690140845070423,1,0.27416757028723876,0.7169648356707032,0.3373953219755814,10551162,216.99971703,20664.225490196077,107,14797,0.0018459614638024482,8.975605460187806e-4,9.425486795804393e-6,0.0018202839673211932,1.3162829256157847e-5,16.600883331851
CMU-TimeSeries,wk inc hosp,nc,2023-2024,Influenza,0.4306244161514175,0.11211523070060272,0.1713395133778897,0.14716967207292506,-0.04325581395348837,0.4186046511627907,0.7558139534883721,0.664994505304011,1.0708130905566042,0.8479417447813673,10551162,216.99971703,20664.225490196077,107,6519,0.004081298497278475,0.0019844469017988816,2.083912684536484e-5,0.004024527253751566,6.605682100804073e-5,23.925314247828023
CMU-TimeSeries,wk inc hosp,nd,2022-2023,COVID-19,0.2621738106504622,0.019574889850779344,0.08603418546745224,0.1565647353322306,-0.2845360824742268,0.5876288659793815,0.9896907216494846,0.3684581265647956,0.9752352336904389,0.5074584846468155,774948,11.231803902,1982.010989010989,45,2148,0.033831148754556714,0.023342092947667828,1.3227666854727444e-4,0.005826084681121382,1.2205484667153733e-4,12.903858069208397
CMU-TimeSeries,wk inc hosp,nd,2022-2023,Influenza,0.5172116122689941,0.17839200735264013,0.22661317925990865,0.1122064256564454,-0.15517857142857142,0.29464285714285715,0.6339285714285714,0.7474067374318119,0.9651962065740449,0.9252362378492456,774948,11.231803902,1982.010989010989,45,704,0.06674146036495276,0.04604884636357447,2.609529488668877e-4,0.011493591383755426,7.346755856093667e-4,12.094963166277584
CMU-TimeSeries,wk inc hosp,nd,2023-2024,COVID-19,0.32147396258442074,0.08450879499225344,0.043202340523403056,0.19376282706876424,-0.012500000000000008,0.676829268292683,0.9939024390243902,0.472400870526361,0.8404467251812288,0.5642278254052326,774948,11.231803902,1975.7745098039215,44,1464,0.041483294696472633,0.028621757056066233,1.6270781963693024e-4,0.007306226422373199,2.1958604001668083e-4,12.479168888907587
CMU-TimeSeries,wk inc hosp,nd,2023-2024,Influenza,0.3652940681476319,0.04842981993578745,0.2059989571918215,0.1108652910200229,-0.20568627450980392,0.43137254901960786,0.7843137254901961,0.5490222322982271,0.9882985292761383,1.0148531111960315,774948,11.231803902,1975.7745098039215,44,616,0.04713788127043774,0.03252318784541684,1.848865173303021e-4,0.008302137912446179,5.930098508890128e-4,10.6326063726498
CMU-TimeSeries,wk inc hosp,ne,2022-2023,COVID-19,0.2856314238229688,0.11417097846375723,0.03374019784029837,0.13772024751891318,0.15388888888888888,0.5757575757575758,0.9797979797979798,0.4369394740400924,0.92778374568507,0.58666646709218,1963692,25.56296437,4707.791208791209,92,5069,0.014545632605468107,0.01117364244962834,6.0672067038484625e-5,0.0031046893893800958,5.634867307614299e-5,11.579011691911933
CMU-TimeSeries,wk inc hosp,ne,2022-2023,Influenza,0.3124479543163562,0.09638166378330003,0.0906452913080541,0.12542099922500205,-0.027833333333333325,0.4083333333333333,0.8916666666666667,0.4975852092467904,0.7108535048210787,0.548633147491765,1963692,25.56296437,4707.791208791209,92,1242,0.01591125055845602,0.012222680820344788,6.63682692072025e-5,0.0033961734164821324,2.515684012208987e-4,12.808960976376005
CMU-TimeSeries,wk inc hosp,ne,2023-2024,COVID-19,0.34057492629570646,0.10093602607109849,0.05464216856948951,0.18499673165511846,0.03711538461538461,0.6538461538461539,0.9551282051282052,0.5032388879613703,0.8032130290978691,0.5451388724387284,1963692,25.56296437,4858.303921568628,92,3471,0.01734360206670427,0.013322982474418966,7.010160990211233e-5,0.003701901372779418,9.81201170543666e-5,12.634212317557768
CMU-TimeSeries,wk inc hosp,ne,2023-2024,Influenza,0.2963969480830856,0.040931311906764634,0.12464885318492225,0.13081678299139873,-0.1111764705882353,0.5196078431372549,0.9215686274509803,0.4661540113545919,0.8097911081893537,0.8019520186014255,1963692,25.56296437,4858.303921568628,92,1128,0.015093861363344434,0.011594780002546535,6.1008317484466115e-5,0.0032217059574248435,2.6276325184670707e-4,10.634222434474527
CMU-TimeSeries,wk inc hosp,nh,2022-2023,COVID-19,0.2427715902782222,0.08108918595305144,0.01721818615719241,0.14446421816797836,0.19123711340206184,0.6907216494845361,0.9896907216494846,0.3589565680994587,0.9823094457885597,0.5289628513533233,1388992,155.12950348,2507.024725274726,26,4098,0.017478256914238686,0.0015649607897412073,9.683653608626405e-5,0.0093373688568547,5.92414812782387e-5,12.166704334306456
CMU-TimeSeries,wk inc hosp,nh,2022-2023,Influenza,0.46275334231731563,0.17522267290245463,0.15917151917319597,0.12835915024166503,-0.05758620689655173,0.27586206896551724,0.75,0.7307027572323501,0.8428031195775272,0.7223323126998927,1388992,155.12950348,2507.024725274726,26,752,0.03331576728428354,0.0029830131079931926,1.845826798802736e-4,0.01779820547374291,6.153634871240899e-4,18.56619829380819
CMU-TimeSeries,wk inc hosp,nh,2023-2024,COVID-19,0.2788061923849907,0.06579937235927008,0.022884931629760907,0.19012188839595975,0.09871794871794871,0.75,1,0.37514155688624584,0.8514149113812787,0.5157083697135618,1388992,155.12950348,2542.1127450980393,26,2058,0.02007255566518675,0.001797248016209474,1.0967499097851314e-4,0.010723315091730412,1.3547434032312473e-4,17.33176886315906
CMU-TimeSeries,wk inc hosp,nh,2023-2024,Influenza,0.33625232130376104,0.0625175444296994,0.14778535520371122,0.1259494216703504,-0.1213265306122449,0.5,0.8469387755102041,0.5040098515336202,0.806095027882108,0.858529150526443,1388992,155.12950348,2542.1127450980393,26,659,0.024208369904489088,0.0021675588057761827,1.3227278056496787e-4,0.012932781588606194,5.102463145732338e-4,11.212577579183403
CMU-TimeSeries,wk inc hosp,nj,2022-2023,COVID-19,0.21793020923901224,0.09963890927897298,0.022603365437981335,0.09568793452205791,0.14166666666666666,0.5268817204301075,0.9946236559139785,0.33677279147966976,1.1491823954172564,0.5365665598877737,9267130,1260.0290755,22978.379120879123,72,35193,0.0023516472655397327,1.7295649241469606e-4,9.484141944589628e-6,0.003026808461652948,6.19243057537045e-6,14.297623133246862
CMU-TimeSeries,wk inc hosp,nj,2022-2023,Influenza,0.3242472501722765,0.08868570718967167,0.10291036103129597,0.13265118195130887,0.04258064516129032,0.49193548387096775,0.8548387096774194,0.4835293698142017,0.7526064019636926,0.5542803185343324,9267130,1260.0290755,22978.379120879123,72,6222,0.0034988961002195558,2.573331492716626e-4,1.4110971381686875e-5,0.004503434030170507,5.21130263857725e-5,26.022559829572756
CMU-TimeSeries,wk inc hosp,nj,2023-2024,COVID-19,0.26481028070496276,0.08849430533347481,0.04509952546647785,0.1312164499050101,0.07435897435897436,0.5256410256410257,0.9871794871794872,0.40402350973517914,0.7804524511069799,0.4018527818074268,9267130,1260.0290755,22275.18137254902,72,17636,0.0028575220235926633,2.1016203979251966e-4,1.1888131291774961e-5,0.003677920565346705,1.50153255106012e-5,18.481467111760164
