model,target,location,season,disease,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,relative_skill,scaled_rel_skill,pop,density,inpatient_beds,median_facilities,burden,wis_per100k,normalized_wis_dens,wis_hosp_capacity,wis_facilities,wis_burden,omega
CEPH-Rtrend,wk inc hosp,mi,2023-2024,Influenza,0.316937475429563,0.09766749720430803,0.19016259313058037,0.0291073850946746,-0.10735177865612648,-0.35518181818181815,0.4345469596634789,0.8976543433588006,0.7470232059579927,10050811,177.55193594,21480.151960784315,140,9724,0.00315335225614692,0.001785040944508,1.4754899127724353e-5,0.00226383911021116,3.2593323265072294e-5,19.350458585032946
CEPH-Rtrend,wk inc hosp,mn,2022-2023,Influenza,0.502048099294257,0.19783881503191847,0.15814705934454246,0.146062224917796,-0.04554347826086957,0.00883928571428571,0.7637699588123597,1.2110903851602808,0.9247224793270188,5707390,71.677007309,9284.412087912087,125,2671,0.00879645686196767,0.00700431167738246,5.407430158640873e-5,0.00401638479435405,1.879625980135743e-4,25.134833359295172
CEPH-Rtrend,wk inc hosp,mn,2023-2024,Influenza,0.29677698824283716,0.13566720297633572,0.11561000576903492,0.04549977949746651,0.04245059288537549,-0.22154545454545457,0.48133278585937106,1.0454034587597458,0.8591679821803037,5707390,71.677007309,9393.073529411764,125,2841,0.00519987224007536,0.00414047683329508,3.159530129446593e-5,0.00237421590594269,1.0446215707245237e-4,13.607679476773027
CEPH-Rtrend,wk inc hosp,mo,2022-2023,Influenza,0.49986279793718574,0.14205786940893203,0.2642071583132129,0.09359777021504086,-0.15229813664596273,-0.17330357142857142,0.7375888938608447,1.2608851534564325,0.8984997431254548,6168187,89.723503599,14641.417582417582,111,6084,0.00810388527353638,0.00557114666599752,3.414032795140378e-5,0.00450326844988455,8.216022319809102e-5,27.159152339873483
CEPH-Rtrend,wk inc hosp,mo,2023-2024,Influenza,0.2965225675195247,0.10769203732059872,0.17130803633946146,0.0175224938594645,-0.06940711462450593,-0.3350909090909091,0.4151737236743543,0.9648358842296774,0.8299355071842855,6168187,89.723503599,14495.421568627453,110,5759,0.00480728887628609,0.00330484829086444,2.0456291396263403e-5,0.00269565970472295,5.1488551401202413e-5,17.023602971813744
CEPH-Rtrend,wk inc hosp,ms,2022-2023,Influenza,0.49467716341554974,0.15564827668425127,0.2537777056651992,0.08525118106609929,-0.1282298136645963,-0.07178571428571429,0.7799399439172859,1.6984069423050827,1.4398846721476313,2949965,62.866946395,7953.178571428572,100,3164,0.01676891635716185,0.00786863672855109,6.219867427504453e-5,0.00494677163415549,1.5634550044739246e-4,13.582417488604614
CEPH-Rtrend,wk inc hosp,ms,2023-2024,Influenza,0.33084897691189696,0.12942104339359214,0.16855358653131614,0.03287434698698872,-0.03304347826086956,-0.21727272727272728,0.4688264847432237,1.1364600567671856,0.9379856045938838,2949965,62.866946395,7701.671568627451,97,2603,0.01121535261984115,0.00526268565412953,4.295807396664397e-5,0.00341081419496801,1.2710294925543487e-4,14.604150246456637
CEPH-Rtrend,wk inc hosp,mt,2022-2023,Influenza,0.5654193624886132,0.15650451078858932,0.25350907954325125,0.15540577215677262,-0.03933229813664597,-0.03008928571428571,0.8952875500016434,1.2290465737490552,1.0651449449566974,1104271,7.5868654853,2608.3241758241757,59,679,0.0512029531237,0.07452608242285917,2.1677495754911393e-4,0.00958337902523073,8.327236560951594e-4,14.928354869189187
CEPH-Rtrend,wk inc hosp,mt,2023-2024,Influenza,0.5429371957462775,0.2035113284257371,0.28608531148400396,0.05334055583653648,-0.07573122529644269,-0.3088181818181818,0.8353187507357694,1.1431586534987426,1.047037904628638,1104271,7.5868654853,2619.299019607843,59,1096,0.04916702473815553,0.07156278133548702,2.072833959322312e-4,0.00920232535163182,4.95380653053173e-4,11.471279737480678
CEPH-Rtrend,wk inc hosp,nc,2022-2023,Influenza,0.4148258092370539,0.1671783144923343,0.15491375754566522,0.09273373719905438,-0.04243788819875777,-0.01071428571428572,0.5990191251918521,1.1920782046007974,0.903476972979299,10551162,216.99971703,20677.42032967033,107,4785,0.00393156516066243,0.00191164216670247,2.006177766004081e-5,0.00387687672184162,8.669295908820354e-5,20.61671789886922
CEPH-Rtrend,wk inc hosp,nc,2023-2024,Influenza,0.3513967645085858,0.11830615155462064,0.17768393121619347,0.05540668173777173,-0.10774703557312254,-0.32936363636363636,0.5223003650569118,0.8835631156767212,0.6996646347888256,10551162,216.99971703,20664.225490196077,107,6519,0.0033304082006189,0.00161934204024794,1.7005077914742184e-5,0.00328408191129519,5.390347668485746e-5,25.69672868299353
CEPH-Rtrend,wk inc hosp,nd,2022-2023,Influenza,0.5977152592634887,0.21905231600240604,0.2572204595792054,0.12144248368187724,-0.01604037267080745,-0.08267857142857142,0.974720663367348,1.2211714999654812,1.1706139297907652,774948,11.231803902,1982.010989010989,45,704,0.07712972473811,0.05321631898835556,3.01570103585422e-4,0.01328256131696641,8.490273569083645e-4,11.991376946988163
CEPH-Rtrend,wk inc hosp,nd,2023-2024,Influenza,0.49353866207007674,0.2290678497933757,0.21824363086129608,0.04622718141540503,0.00806324110671936,-0.29954545454545456,0.7931969778275274,1.361481021488674,1.3980626395388205,774948,11.231803902,1975.7745098039215,44,616,0.06368668117990842,0.04394117511098947,2.497950346160991e-4,0.01121678777431992,8.011991267371375e-4,10.812027132950474
CEPH-Rtrend,wk inc hosp,ne,2022-2023,Influenza,0.46030174701561283,0.19167879927191173,0.18957851135088885,0.07904443639281228,0.03403726708074534,-0.01214285714285714,0.7329025300994221,1.0499526806582384,0.8103481800401812,1963692,25.56296437,4707.791208791209,92,1242,0.02344062852094996,0.01800658719987148,9.777446080362637e-5,0.00500327985886535,3.7061332287891533e-4,13.532456462464815
CEPH-Rtrend,wk inc hosp,ne,2023-2024,Influenza,0.4435919112166966,0.19034240093573013,0.19582294252858393,0.05742656775238254,-0.00616600790513834,-0.213,0.7138578302212432,1.2537682436288744,1.241631284498412,1963692,25.56296437,4858.303921568628,92,1128,0.02258968877077956,0.0173529135665222,9.130592041542588e-5,0.00482165120887713,3.932552404403339e-4,12.874338844461796
CEPH-Rtrend,wk inc hosp,nh,2022-2023,Influenza,0.6853662475044648,0.20171870146431797,0.3258562097307316,0.15779133630941525,-0.05097826086956522,-0.1275892857142857,1.106560037647409,1.2331913160891863,1.0569181753843595,1388992,155.12950348,2507.024725274726,26,752,0.04934270661778217,0.00441802643681397,2.7337833591942765e-4,0.02636024028863326,9.113912865750864e-4,18.65922502529439
CEPH-Rtrend,wk inc hosp,nh,2023-2024,Influenza,0.4988140328188151,0.20782012937088215,0.19601450462630832,0.0949793988216246,0.01438735177865612,-0.10218181818181818,0.8341875749693242,1.2512471060756436,1.3326370687339106,1388992,155.12950348,2542.1127450980393,26,659,0.03591194426021281,0.00321546850617699,1.9622026355073317e-4,0.01918515510841596,7.569256947174736e-4,12.740877712674958
CEPH-Rtrend,wk inc hosp,nj,2022-2023,Influenza,0.5068519328507008,0.1460996194610507,0.2669790418445797,0.09377327154507038,-0.15229813664596273,-0.13535714285714284,0.7770660762799765,1.3673192456491703,1.0070046508229238,9267130,1260.0290755,22978.379120879123,72,6222,0.00546935170706249,4.022541564364884e-4,2.2057775711001037e-5,0.00703961017848195,8.146125568156554e-5,26.002259081573985
CEPH-Rtrend,wk inc hosp,nj,2023-2024,Influenza,0.3227856118227183,0.10552907036619258,0.18904949748174615,0.02820704397477956,-0.12671936758893282,-0.35309090909090907,0.46842749035498704,0.9414257245883632,0.7914590160728326,9267130,1260.0290755,22275.18137254902,72,7135,0.00348312381311925,2.5617314560351053e-4,1.4490818567273507e-5,0.00448313349753775,4.523974937949801e-5,23.934909107673196
CEPH-Rtrend,wk inc hosp,nm,2022-2023,Influenza,0.5105151250120916,0.17711106577188565,0.24797686269065697,0.08542719654954904,-0.0808695652173913,-0.15830357142857143,0.7993590905533908,1.1454753352869032,0.8651811757558556,2115877,17.441507027,3950.002747252747,37,2865,0.0241278261927367,0.02927012695759593,1.2924424555581847e-4,0.01379770608140788,1.7819027051032866e-4,18.080170583052336
CEPH-Rtrend,wk inc hosp,nm,2023-2024,Influenza,0.3692305290162698,0.16727685035553586,0.1434635587152822,0.05849011994545172,-0.04490118577075099,-0.13518181818181818,0.5611080929713058,0.8904016799605604,0.8196575989617159,2115877,17.441507027,4221.901960784314,37,2079,0.0174504722635706,0.0211696459740944,8.745596947677034e-5,0.00997920348692621,1.7760006205688782e-4,15.214295731457616
CEPH-Rtrend,wk inc hosp,nv,2022-2023,Influenza,0.6676893489067779,0.18864709835446297,0.31523982639659454,0.16380242415572036,-0.09212732919254658,0.0019642857142857,1.0150322861570205,1.2337679056774191,0.9631624338638478,3143991,28.618062094,7117.291208791209,41,2324,0.02123699937139699,0.02333104690015905,9.381228466274563e-5,0.01628510607089702,2.8730178524388034e-4,20.088970134525887
CEPH-Rtrend,wk inc hosp,nv,2023-2024,Influenza,0.40175979462361366,0.1677387933284204,0.18619114316568008,0.04782985812951319,-0.03541501976284585,-0.17345454545454544,0.6487001173026302,1.2943566691862427,1.0857004772674808,3143991,28.618062094,6934.112745098039,40,1626,0.0127786560019928,0.01403867925452037,5.793961093402056e-5,0.01004399486559034,2.470847445409678e-4,16.73211287078027
CEPH-Rtrend,wk inc hosp,ny,2022-2023,Influenza,0.4854225922828702,0.1193009308096346,0.33140586955750234,0.03471579191573328,-0.16200310559006212,-0.3535714285714286,0.7185712842393644,1.3117730640132863,0.9488611959040346,19835913,420.93596008,44984.83516483517,159,12997,0.00244719056936209,0.00115319820190846,1.0790805179215751e-5,0.00305297227850861,3.7348818364458734e-5,31.98218805188987
CEPH-Rtrend,wk inc hosp,ny,2023-2024,Influenza,0.29783985060153384,0.08363729882886844,0.19921651184316105,0.01498603992950435,-0.12316205533596838,-0.3936363636363636,0.4342410832567126,0.9296154081910872,0.8042603649213671,19835913,420.93596008,45605.72549019608,158,15275,0.00150151823413186,7.075657079640538e-4,6.5307556759635555e-6,0.00188506234557932,1.9498517224323e-5,22.586325045614707
CEPH-Rtrend,wk inc hosp,oh,2022-2023,Influenza,0.5292890401720362,0.16353194977166424,0.32023404038692693,0.04552305001344494,-0.06145962732919255,-0.2344642857142857,0.7643534892082534,1.229107703664408,0.8793156419157695,11780017,288.30981725,26337.10989010989,179,7444,0.00449310930682049,0.00183583426059015,2.009670166470296e-5,0.00295692201213428,7.110277272595864e-5,27.469013407411136
CEPH-Rtrend,wk inc hosp,oh,2023-2024,Influenza,0.3706285283723086,0.10859607834753944,0.23729248629150615,0.02473996373326302,-0.16505928853754942,-0.39445454545454545,0.5104791250880218,1.0672151730044006,0.923476029300455,11780017,288.30981725,27808.049019607843,177,9296,0.00314624782266705,0.00128552170684818,1.3328102525674248e-5,0.00209394648797914,3.986967818118638e-5,21.527245829881636
CEPH-Rtrend,wk inc hosp,ok,2022-2023,Influenza,0.5258372462377129,0.18166127042405025,0.2825436883117526,0.06163228750191007,-0.07737577639751553,-0.24732142857142855,0.7442785057152517,1.2786152124112784,0.9232848428314672,3986639,58.117159393,9125.936813186812,116,6421,0.01318998901675604,0.00904788278934789,5.76200840529476e-5,0.0045330797089458,8.189335714650567e-5,30.36254802148779
CEPH-Rtrend,wk inc hosp,ok,2023-2024,Influenza,0.35650692971516607,0.11431291360865392,0.182616698485488,0.05957731762102411,-0.1132806324110672,-0.20427272727272727,0.5254275502354561,1.1247590779239065,0.8804962271776476,3986639,58.117159393,8553.882352941177,115,3989,0.00894254357405238,0.00613428002054253,4.167779202534675e-5,0.00310006025839274,8.937250682255354e-5,18.769081249191366
CEPH-Rtrend,wk inc hosp,or,2022-2023,Influenza,0.6522122639848555,0.16679546596956646,0.39735210032231305,0.08806469769297602,-0.04942546583850932,-0.17982142857142858,1.042814388949322,1.2386439886384302,0.9435461808061744,4246155,44.232678273,6656.626373626374,58,3695,0.01536006726049462,0.01474503216738226,9.797940088224384e-5,0.01124503903422164,1.7651211474556307e-4,29.449653186365776
CEPH-Rtrend,wk inc hosp,or,2023-2024,Influenza,0.40230471919939514,0.17422763696967924,0.18768379090606377,0.04039329132365214,-0.03699604743083004,-0.2908181818181818,0.6128248162744863,1.2316408674407553,1.1664231730054166,4246155,44.232678273,6647.578431372549,58,1727,0.00947456508769451,0.00909519239862455,6.051898798226437e-5,0.00693628826205853,2.329500400691344e-4,11.809678309660788
CEPH-Rtrend,wk inc hosp,pa,2022-2023,Influenza,0.6567196724031477,0.1066476932771391,0.48534490710139855,0.06472707202461006,-0.24391304347826087,-0.24330357142857145,0.9017477811697594,1.7451537917410893,1.64444748962637,12964056,289.74978553,31482.68131868132,172,12507,0.00506569604761926,0.00226650615530879,2.0859712225764607e-5,0.00381813763025085,5.2508169217490016e-5,24.66262789258907
CEPH-Rtrend,wk inc hosp,pa,2023-2024,Influenza,0.27799381764927666,0.08511578847775156,0.13664823156925557,0.05622979760226951,-0.08719367588932807,-0.2620909090909091,0.41753672050360857,0.9350719389259332,0.7781270521488566,12964056,289.74978553,30759.470588235297,172,9963,0.00214434292515611,9.594271731410612e-4,9.037665874379585e-6,0.00161624312586788,2.7902621464345746e-5,18.163101414693173
CEPH-Rtrend,wk inc hosp,pr,2022-2023,Influenza,0.4606213579475156,0.1539061727821288,0.23691118067326236,0.0698040044921244,-0.0653416149068323,-0.2449107142857143,0.6957702621274399,1.4443136673610808,1.652602767102655,NA,NA,7590.478021978022,50,2982,NA,NA,6.068410403321095e-5,0.00921242715895031,1.544672561862896e-4,NA
CEPH-Rtrend,wk inc hosp,pr,2023-2024,Influenza,0.17812510320192684,0.10512034634188767,0.03419752406922625,0.03880723279081292,0.09857707509881423,0.03472727272727272,0.25910239784588324,0.9228602826145176,0.960902571012072,NA,NA,8131.318627450981,54,2075,NA,NA,2.190605378573952e-5,0.0032986130222579,8.584342322984426e-5,NA
CEPH-Rtrend,wk inc hosp,ri,2022-2023,Influenza,0.5710354582288459,0.17495740085748984,0.2650425891215023,0.13103546824985382,0.01307453416149068,-0.07303571428571429,0.9326819699363066,1.137755830214675,1.0272093068537052,1095610,1059.6989939,2193.1236263736264,11,364,0.05212032185073575,5.388657170724203e-4,2.6037540764314523e-4,0.05191231438444054,0.00156877873139792,13.568182745108281
CEPH-Rtrend,wk inc hosp,ri,2023-2024,Influenza,0.467196251394077,0.23504298468519264,0.16878790488274428,0.06336536182614005,0.05786561264822134,-0.1959090909090909,0.7590978807277504,1.2251870067490815,1.220194607875894,1095610,1059.6989939,2198.514705882353,11,504,0.0426425691070798,4.4087637535132417e-4,2.125054020080217e-4,0.04247238649037063,9.269766892739624e-4,11.14931726355859
CEPH-Rtrend,wk inc hosp,sc,2022-2023,Influenza,0.4106935858618948,0.14956947734625375,0.22167947452946776,0.03944463398617327,-0.01177018633540372,-0.154375,0.5602817810528566,1.576251003635326,1.4930341104901934,5190705,172.65344876,9991.381868131868,62,3222,0.00791209644666562,0.00237871637555752,4.110478323041856e-5,0.00662409009454669,1.2746542081374762e-4,14.465876836214553
CEPH-Rtrend,wk inc hosp,sc,2023-2024,Influenza,0.3269041891599723,0.11761377201747276,0.1756134579521187,0.03367695919038091,-0.06940711462450593,-0.37345454545454543,0.4702517068366499,0.9963056149967676,0.8113552838836846,5190705,172.65344876,9969.985294117649,62,4258,0.00629787647650891,0.00189341244850771,3.2788833635777554e-5,0.00527264821225761,7.677411675903531e-5,25.863592943972602
CEPH-Rtrend,wk inc hosp,sd,2022-2023,Influenza,0.5077770475274229,0.21608777589749983,0.17487899068776835,0.11681028094215476,-0.0183695652173913,0.05866071428571427,0.795219893288653,1.1414631887304734,1.0789650547475356,895376,11.810848986,2178.337912087912,57,835,0.05671104067201075,0.04299242570363205,2.3310297484595692e-4,0.00890836925486707,6.081162245837401e-4,13.045209037636262
CEPH-Rtrend,wk inc hosp,sd,2023-2024,Influenza,0.5419464310435506,0.2083954786668338,0.22130136374363404,0.11224958863308274,-0.03185770750988143,-0.09918181818181818,0.8651942889895866,1.278817401753915,1.3158431549435392,895376,11.810848986,2207.563725490196,57,663,0.06052724565361932,0.04588547628421523,2.454952601303547e-4,0.00950783212357106,8.174154314382361e-4,13.282544801827589
CEPH-Rtrend,wk inc hosp,tn,2022-2023,Influenza,0.5178897457449354,0.1502161711823333,0.2944220874085496,0.0732514871540525,-0.13327639751552794,-0.180625,0.7649040951762752,1.5262515373095475,1.1937404714375797,6975218,169.16790214,18430.85714285714,104,4917,0.00742471053585616,0.0030613948579698,2.8099059188120452e-5,0.0049797090937013,1.0532636683850628e-4,20.20593594915252
CEPH-Rtrend,wk inc hosp,tn,2023-2024,Influenza,0.254524837449899,0.0990464308640792,0.1235456193234422,0.03193278726237761,-0.04608695652173913,-0.24927272727272728,0.3840873377988911,1.000025123466276,0.7963075018595916,6975218,169.16790214,20646.980392156864,106,4997,0.00364898756497501,0.00150456933159376,1.232746060758526e-5,0.0024011777117915,5.093552880726416e-5,18.074433971142835
CEPH-Rtrend,wk inc hosp,tx,2022-2023,Influenza,0.4915527628872283,0.08777772870337003,0.36352854992763456,0.04024648425622371,-0.22450310559006212,-0.24901785714285712,0.6778583206842054,1.907376191317349,1.342723671838361,29527941,113.01820138,54953.73626373626,432,22133,0.00166470382370117,0.00434932388664092,8.944846998721758e-6,0.00113785361779451,2.220904364014044e-5,28.59782419987812
CEPH-Rtrend,wk inc hosp,tx,2023-2024,Influenza,0.2686873396680623,0.07240439211938614,0.18949085785080944,0.00679208969786674,-0.16268774703557312,-0.5186363636363636,0.4086967045251512,1.203448126740154,0.9977961934478724,29527941,113.01820138,54211.00490196078,435,19961,9.099426867185298e-4,0.00237738113319161,4.956324645779514e-6,6.176720452139363e-4,1.3460615183009983e-5,26.054694822151824
CEPH-Rtrend,wk inc hosp,us,2022-2023,Influenza,0.3848523296645253,0.11692027322024168,0.19049636347476528,0.07743569296951831,-0.10027950310559008,-0.1636607142857143,0.4943037071546344,1.4741661609743206,0.8491377252739467,331893745,93.940076244,NA,NA,230567,1.1595648772004584e-4,0.00409678536628935,NA,NA,1.669156165732847e-6,36.454624024600925
CEPH-Rtrend,wk inc hosp,us,2023-2024,Influenza,0.2155215193985804,0.09571939273849615,0.10876119846549227,0.01104092819459199,0.00213438735177865,-0.4002727272727273,0.32340410675160775,0.9366694322013936,0.6892264554570693,331893745,93.940076244,NA,NA,230989,6.493690304364742e-5,0.00229424467187768,NA,NA,9.330380208519904e-7,37.060790084339466
CEPH-Rtrend,wk inc hosp,ut,2022-2023,Influenza,0.6792084996393116,0.1959010518259363,0.3512848552715928,0.13202259254178245,-0.07504658385093169,-0.17491071428571428,1.1094582689260142,1.499607481108377,1.3628487672511094,3337975,40.520795603,5831.75,49,587,0.02034792050986935,0.01676197343936222,1.1646735536319488e-4,0.01386139795182268,0.00115708432647242,12.624948291174809
CEPH-Rtrend,wk inc hosp,ut,2023-2024,Influenza,0.4978599429035442,0.2279249215618372,0.1541954782466012,0.11573954309510576,0.03217391304347826,-0.10072727272727272,0.8158224486826793,1.277404628583445,1.194528006458818,3337975,40.520795603,5892.46568627451,49,578,0.01491502910907194,0.01228652931154897,8.449093629229334e-5,0.01016040699803151,8.613493821860626e-4,11.753447468535494
CEPH-Rtrend,wk inc hosp,va,2022-2023,Influenza,0.4085119113682926,0.12370636829152538,0.24885933192837537,0.03594621114839193,-0.08203416149068324,-0.2009821428571429,0.6082708267242338,1.643884973206113,1.4608977133842398,8642274,218.89051189,16829.304945054944,86,5281,0.00472690302770188,0.0018662842342549,2.427384331688209e-5,0.00475013850428247,7.735502960959905e-5,19.51098310796929
CEPH-Rtrend,wk inc hosp,va,2023-2024,Influenza,0.3738421224464377,0.10851033467333962,0.2055219406298688,0.05980984714322928,-0.136600790513834,-0.3180909090909091,0.5632120771770943,1.2755173358198633,1.113875848360896,8642274,218.89051189,16798.823529411766,87,5740,0.00432573790701889,0.00170789551003611,2.225406569644037e-5,0.00429703589018893,6.512928962481493e-5,22.64658762856605
CEPH-Rtrend,wk inc hosp,vt,2022-2023,Influenza,0.5956679454329539,0.15933607665191926,0.3076464198135048,0.1286854489675298,0.01656832298136645,-0.05178571428571429,0.9488442322117516,1.0010996454172991,0.8860883502747009,645570,70.037811804,1184.2197802197802,14,401,0.09227007844741142,0.00850494797153177,5.030045565717568e-4,0.04254771038806813,0.00148545622302482,12.366072976172926
CEPH-Rtrend,wk inc hosp,vt,2023-2024,Influenza,0.45514727883234374,0.23745721978141512,0.16310191434588078,0.05458814470504784,0.1167588932806324,-0.17827272727272728,0.6987358968255833,1.46687501044978,1.4788007758633477,645570,70.037811804,1181.093137254902,14,390,0.07050316446432513,0.0064985936469013,3.853610392574099e-4,0.03251051991659598,0.00116704430469831,10.995502902678622
CEPH-Rtrend,wk inc hosp,wa,2022-2023,Influenza,0.5050159570781592,0.15668160600884953,0.25453373119093076,0.0938006198783789,-0.11192546583850932,-0.19080357142857143,0.7505683538415803,1.3057955492423727,1.0287073999133822,7738692,116.44970943,10807.494505494506,90,5324,0.00652585678662698,0.00433677301171569,4.6728310324045056e-5,0.00561128841197954,9.485649081107424e-5,24.129970298742876
CEPH-Rtrend,wk inc hosp,wa,2023-2024,Influenza,0.365886953292782,0.12685274014146136,0.11975819796510025,0.11927601518622036,-0.09193675889328064,-0.05881818181818181,0.5942452152456664,1.0775883936381616,1.0119561058470756,7738692,116.44970943,11343.426470588236,90,2261,0.00472802061760284,0.00314201688508912,3.225541720056728e-5,0.00406541059214202,1.618252778826988e-4,14.514525979157533
CEPH-Rtrend,wk inc hosp,wi,2022-2023,Influenza,0.5452259588517895,0.1909579524840404,0.2804034218548818,0.07386458451286726,-0.0606832298136646,-0.23892857142857143,0.908456606167612,1.100541482415752,0.8285257267471596,5895908,108.84615502,11533.065934065937,130,3703,0.009247531658428,0.00500914303083656,4.727502313511636e-5,0.00419404583732145,1.472389842969996e-4,21.113764093465047
CEPH-Rtrend,wk inc hosp,wi,2023-2024,Influenza,0.3834477304404378,0.15459867079041778,0.19725169265121636,0.03159736699880364,-0.05359683794466403,-0.32036363636363635,0.5822930385478298,1.0998927148442594,0.977978625798126,5895908,108.84615502,11316.063725490196,130,3621,0.00650362472481656,0.00352284130174355,3.388525725395978e-5,0.0029495979264649,1.0589553450440148e-4,13.592309437529549
CEPH-Rtrend,wk inc hosp,wv,2022-2023,Influenza,0.5088357242585057,0.18431547960913783,0.22233977342956768,0.10218047121980008,-0.02729813664596273,-0.04839285714285715,0.7393223981321561,1.2288230982111117,0.9049458029393604,1782959,74.162762892,4920.7307692307695,50,2181,0.02853883483907962,0.00686106752791156,1.0340653616740124e-4,0.01017671448517011,2.3330386256694436e-4,20.03637585278075
CEPH-Rtrend,wk inc hosp,wv,2023-2024,Influenza,0.4694504924032903,0.1775588811420874,0.2510335738796785,0.04085803738152437,-0.10537549407114624,-0.35727272727272724,0.7186228767831773,1.1792609211156753,1.08554290072702,1782959,74.162762892,4937.563725490196,50,2249,0.02632985348531796,0.00633000274122649,9.507735363085036e-5,0.0093890098480658,2.0873743548389964e-4,14.471770862312749
CEPH-Rtrend,wk inc hosp,wy,2022-2023,Influenza,0.519571973687251,0.16597677488400356,0.24984107990230237,0.10375411890094507,0.01152173913043477,-0.15901785714285716,0.8474766413567913,1.3095246372444442,1.1541190280214688,578803,5.9615893092,1374.3351648351647,26,489,0.08976663453493694,0.0871532651344233,3.780533213305122e-4,0.01998353744950965,0.00106251937359356,10.639680218907987
CEPH-Rtrend,wk inc hosp,wy,2023-2024,Influenza,0.5040870690528025,0.19375386365386585,0.23834897237416516,0.07198423302477158,-0.00537549407114624,-0.19472727272727272,0.8086534677470142,1.0638455471396062,1.0586591055164931,578803,5.9615893092,1287.3333333333333,24,704,0.0870913020583519,0.08455581941461299,3.915746264004163e-4,0.0210036278772001,7.160327685409127e-4,12.666242747047052
CEPH-Rtrend_covid,wk inc hosp,NA,2022-2023,COVID-19,0.4029246308095612,0.01539543536159918,0.3875291954479621,0,-0.03014492753623189,-0.5355555555555556,0.5362191403722345,1.4112782757100657,1.3043156745860989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEPH-Rtrend_covid,wk inc hosp,ak,2022-2023,COVID-19,0.3390763413115301,0.1605161828195025,0.05688493097625332,0.12167522751577424,0.07592605272167066,0.09354330708661417,0.5232581928805126,0.9688648523139896,0.6597747435994415,732673,1.2830925496,1411.8983516483515,14,1662,0.04627935536201417,0.26426491324981666,2.4015634051535509e-4,0.02421973866510929,2.040170525340133e-4,11.575084404870283
CEPH-Rtrend_covid,wk inc hosp,ak,2023-2024,COVID-19,0.3873180748359915,0.1941196698900139,0.00927731507068844,0.1839210898752892,0.18337331334332835,0.2336206896551724,0.5736200993115428,1.0878203991499549,0.7195109371542434,732673,1.2830925496,1312.7941176470588,14,708,0.05286370247518218,0.30186292871604364,2.950333716685048e-4,0.02766557677399939,5.470594277344513e-4,11.621711707632477
CEPH-Rtrend_covid,wk inc hosp,al,2022-2023,COVID-19,0.28581866249133775,0.07484364450933212,0.099710117092947,0.1112649008890586,-0.13359123587812394,-0.03125984251968504,0.4202396979133295,0.7741095025284195,0.40734337857180297,5039877,99.509912915,13304.326923076924,95,15826,0.00567114361107101,0.00287226321598211,2.148313583572372e-5,0.00300861749990881,1.8060069663296965e-5,14.199152960488648
CEPH-Rtrend_covid,wk inc hosp,al,2023-2024,COVID-19,0.38308228957050544,0.08502460284147034,0.08274223860327935,0.21531544812575576,-0.16407796101949026,0.06301724137931033,0.5497672708075789,1.2622371105182402,0.5961127749354951,5039877,99.509912915,12738.009803921568,95,8739,0.00760102457997497,0.00384968972787393,3.0073951540888934e-5,0.00403244515337374,4.383594113405486e-5,15.3271526862507
CEPH-Rtrend_covid,wk inc hosp,ar,2022-2023,COVID-19,0.3600406971434916,0.09609333230858308,0.0978168087568714,0.16613055607803712,-0.1561862375898665,0.16637795275590553,0.5546214652525435,0.9671715022657384,0.5475245602897861,3025891,58.194678618,7641.046703296704,85,8346,0.01189866710808458,0.00618683195257183,4.711929021296954e-5,0.00423577290757048,4.313931190312624e-5,14.074662947845207
CEPH-Rtrend_covid,wk inc hosp,ar,2023-2024,COVID-19,0.46132959099193943,0.08999574216833903,0.05073992405300185,0.32059392477059856,-0.19706146926536733,0.3805172413793104,0.6757204766070292,1.3338985747284835,0.7093729874484207,3025891,58.194678618,7726.941176470588,84,5129,0.01524607432957563,0.00792735009364322,5.97040381770655e-5,0.00549201894038023,8.994532871747698e-5,11.01825196545212
CEPH-Rtrend_covid,wk inc hosp,as,2022-2023,COVID-19,0.01177188402319184,0.01177188402319184,0,0,0.4408695652173913,0,0,0.14318152266657228,0.04984158697478812,NA,NA,150,1,3,NA,NA,7.847922682127894e-5,0.01177188402319184,0.00392396134106394,NA
CEPH-Rtrend_covid,wk inc hosp,az,2022-2023,COVID-19,0.21449312171357576,0.07046948803056731,0.08621336343112027,0.05781027025188817,-0.07059910989387197,-0.05023622047244094,0.32515677934577397,0.8532511988281659,0.3790217878807415,7276316,64.022113803,14659.978021978022,74,21207,0.00294782581891132,0.00335029740463715,1.4631203497850462e-5,0.0028985556988321,1.011426046652406e-5,17.715813040059423
CEPH-Rtrend_covid,wk inc hosp,az,2023-2024,COVID-19,0.22499422240396005,0.09876462195922704,0.03030982205751448,0.09591977838721856,0.03644677661169415,0.1131896551724138,0.339652897128244,0.7816022471028647,0.3681560153701313,7276316,64.022113803,14490.240196078432,72,10726,0.00309214473923287,0.00351432042834888,1.552729418970235e-5,0.00312491975561055,2.0976526422148057e-5,14.386903211934465
